word,meaning
deep-pocketed,1.adj. 有钱的[新经济人高频]
deep-seated,1.adj. 深层的；根深蒂固的；深位的[新经济人高频]
defaulted,1.违约 2.在另外的可能性没有发生的情况下 3.原样的 4.默认值[新经济人高频]
defected,1.[晶体][材] 缺陷[新经济人高频]
defences,1.n. 防御工事（defence复数）[新经济人高频]
defenders,1.n. 后卫；防御者（defender的复数）[新经济人高频]
defer,1.vt. 使推迟；使延期 2.vi. 推迟；延期；服从 3.n. (Defer)人名；(法)德费[新经济人高频]
defiant,1.adj. 挑衅的；目中无人的，蔑视的；挑战的[新经济人高频]
defied,1.v. 违抗（defy的过去式） 2.adj. 受蔑视的；遭违抗的[新经济人高频]
define,1.vt. 定义；使明确；规定 2.n. (Define)人名；(英)德法恩；(葡)德菲内[新经济人高频]
defy,1.n. 挑战；对抗 2.vt. 藐视；公然反抗；挑衅；使落空[新经济人高频]
delicate,1.adj. 微妙的；精美的，雅致的；柔和的；易碎的；纤弱的；清淡可口的[新经济人高频]
demarcate,1.vt. 划分界线；区别[新经济人高频]
demise,1.n. 死亡，终止；转让；传位 2.vt. 遗赠；禅让[新经济人高频]
demographic,1.adj. 人口统计学的；人口学的[新经济人高频]
demonstrates,1.示范 2.论证[新经济人高频]
demonstrating,1.n. 演示 2.v. 证明；示威（demonstrate的现在分词）；显示[新经济人高频]
demonstrations,1.n. 示范，展示（demonstration复数）[新经济人高频]
denial,1.n. 否认；拒绝；节制；背弃[新经济人高频]
density,1.n. 密度[新经济人高频]
depicting,1.描绘[新经济人高频]
deplorable,1.adj. 可叹的；凄惨的[新经济人高频]
deployment,1.n. 调度，部署[新经济人高频]
deposit,1.n. 存款；保证金；沉淀物 2.vt. 使沉积；存放 3.vi. 沉淀[新经济人高频]
depravity,1.n. 堕落；邪恶[新经济人高频]
depreciation,1.n. 折旧；贬值[新经济人高频]
depressed,1.adj. 沮丧的；萧条的；压低的 2.v. 使沮丧；使萧条（depress的过去式和过去分词形式）；压低[新经济人高频]
depressing,1.adj. 压抑的；使人沮丧的[新经济人高频]
derail,1.n. 脱轨；[铁路] 脱轨器 2.vt. 使出轨 3.vi. 出轨[新经济人高频]
derelict,1.n. 遗弃物；玩忽职守者；被遗弃的人 2.adj. 玩忽职守的；无主的；被抛弃了的[新经济人高频]
derivatives,1.派生物[新经济人高频]
derived,1.v. 得到；推断（derive的过去分词）；由…而来 2.adj. 导出的；衍生的，派生的[新经济人高频]
descendant,1.n. 后裔；子孙 2.adj. 下降的；祖传的[新经济人高频]
designate,1.vt. 指定；指派；标出；把…定名为 2.adj. 指定的；选定的[新经济人高频]
designer,1.n. 设计师；谋划者 2.adj. 由设计师专门设计的；享有盛名的；赶时髦的[新经济人高频]
designers,1.n. [建] 设计师，[建] 设计者；设计器（designer的复数形式）[新经济人高频]
desired,1.v. 渴望，要求（desire的过去分词形式） 2.adj. 渴望的；想得到的[新经济人高频]
desk,1.n. 办公桌；服务台；编辑部；（美）讲道台；乐谱架 2.adj. 书桌的；桌上用的；伏案做的[新经济人高频]
desks,1.n. 桌子（desk的复数）；[家具] 书桌[新经济人高频]
desolation,1.n. 荒芜；忧伤；孤寂；废墟[新经济人高频]
destination,1.n. 目的地，终点[新经济人高频]
determination,1.n. 决心；果断[新经济人高频]
deterred,1.vt. 制止，阻止；使打消念头 2.n. (Deter)人名；(德)德特尔[新经济人高频]
deterrent,1.n. 威慑；妨碍物；挽留的事物 2.adj. 遏制的，威慑的；制止的[新经济人高频]
detriment,1.n. 损害；伤害；损害物[新经济人高频]
devaluation,1.n. 货币贬值[新经济人高频]
developments,1.n. 发展；进展（development的复数）；建设[新经济人高频]
devolved,1.移交[新经济人高频]
devote,1.vt. 致力于；奉献[新经济人高频]
devout,1.adj. 虔诚的；衷心的[新经济人高频]
dialogue,1.n. 对话；意见交换 2.vt. 用对话表达 3.vi. 对话[新经济人高频]
diaspora,1.n. 离散的犹太人；犹太人的离散[新经济人高频]
dictators,1.n. 独裁者；命令者[新经济人高频]
dictum,1.n. 格言；声明；法官的附带意见[新经济人高频]
Did,1.v. 做（do的过去式）[新经济人高频]
dies,1.n. [机] 模具（名词die的复数）；（拉）日 2.v. 死亡；消失（动词die的第三人称单数形式）；凋谢 3.n. (Dies)人名；(英)戴斯；(西)迭斯[新经济人高频]
differing,1.vt. 使…相异；使…不同 2.vi. 相异；意见分歧 3.n. (Differ)人名；(法)迪费[新经济人高频]
dignity,1.n. 尊严；高贵[新经济人高频]
dilute,1.vt. 稀释；冲淡；削弱 2.adj. 稀释的；淡的 3.vi. 变稀薄；变淡[新经济人高频]
dioxide,1.n. 二氧化物[新经济人高频]
dire,1.adj. 可怕的；悲惨的；极端的[新经济人高频]
Director,1.n. 主任，主管；导演；人事助理 2.n. (Director)人名；(英)迪雷克托[新经济人高频]
disability,1.n. 残疾；无能；无资格；不利条件[新经济人高频]
disabled,1.adj. 残废的，有缺陷的 2.v. 使…失去能力（disable的过去分词）[新经济人高频]
disadvantage,1.n. 缺点；不利条件；损失[新经济人高频]
disappearance,1.n. 消失；不见[新经济人高频]
disarray,1.n. 无秩序；杂乱；衣冠不整 2.vt. 使混乱；弄乱；使脱去衣服[新经济人高频]
discernible,1.adj. 可辨别的；可识别的[新经济人高频]
disclosure,1.n. [审计] 披露；揭发；被揭发出来的事情[新经济人高频]
discontent,1.n. 不满 2.adj. 不满的 3.vt. 使不满[新经济人高频]
discourage,1.vt. 阻止；使气馁[新经济人高频]
discouraged,1.v. 劝阻（discourage的过去分词）；使失去勇气 2.adj. 气馁的[新经济人高频]
discouraging,1.v. 沮丧（discourage的ing形式）；失去勇气 2.adj. 使人沮丧的；令人气馁的[新经济人高频]
discoveries,1.n. 发现（discovery的复数）[新经济人高频]
discretion,1.n. 自由裁量权；谨慎；判断力；判定；考虑周到[新经济人高频]
disdain,1.n. 蔑视 2.vt. 鄙弃[新经济人高频]
disguise,1.n. 伪装；假装；用作伪装的东西 2.vt. 掩饰；假装；隐瞒[新经济人高频]
disillusioned,1.v. 使幻想破灭（disillusion的过去分词）；唤醒 2.adj. 醒悟的；幻想破灭的；不抱幻想的[新经济人高频]
disliked,1.vt. 不喜欢，厌恶 2.n. 嫌恶，反感，不喜爱[新经济人高频]
dismantling,1.n. 解散；（枪支）分解 2.v. 拆除；废除（dismantle的ing形式）[新经济人高频]
dismiss,1.vt. 解散；解雇；开除；让...离开；不予理会、不予考虑 2.vi. 解散[新经济人高频]
disorder,1.n. 混乱；骚乱 2.vt. 使失调；扰乱[新经济人高频]
dispersed,1.v. 分散；传播（disperse的过去分词） 2.adj. 散布的；被分散的；被驱散的[新经济人高频]
disproportionate,1.adj. 不成比例的 2.不成比例地[新经济人高频]
disrupt,1.vt. 破坏；使瓦解；使分裂；使中断；使陷于混乱 2.adj. 分裂的，中断的；分散的[新经济人高频]
dissect,1.vt. 切细；仔细分析 2.vi. 进行解剖；进行详细分析[新经济人高频]
dissidents,1.公开大唱反调者 2.持异议者 3.持不同政见者[新经济人高频]
distress,1.n. 危难，不幸；贫困；悲痛 2.vt. 使悲痛；使贫困[新经济人高频]
distrust,1.n. 不信任 2.vt. 不信任 3.怀疑[新经济人高频]
ditch,1.n. 沟渠；壕沟 2.vt. 在…上掘沟；把…开入沟里；丢弃 3.vi. 开沟；掘沟[新经济人高频]
diversification,1.n. 多样化；变化[新经济人高频]
diversity,1.n. 多样性；差异[新经济人高频]
divert,1.vt. 转移；使…欢娱；使…转向 2.vi. 转移 3.n. (Divert)人名；(法)迪韦尔[新经济人高频]
Dominican,1.n. 多明尼加共和国的居民 2.adj. 多明尼加共和国的[新经济人高频]
Donald,1.n. 唐纳德（男子名）[新经济人高频]
doomed,1.adj. 注定的；命定的 2.v. 注定；宣判（doom的过去分词）[新经济人高频]
dormant,1.adj. 休眠的；静止的；睡眠状态的；隐匿的 2.n. (Dormant)人名；(法)多尔芒[新经济人高频]
dose,1.n. 剂量；一剂，一服 2.vt. 给药；给…服药 3.vi. 服药 4.n. (Dose)人名；(德)多泽；(意、西、葡、塞)多塞；(英)多斯[新经济人高频]
dotted,1.v. 点缀（dot的过去分词）；布满；打点于 2.adj. 星罗棋布的；有点的[新经济人高频]
double-digit,1.adj. 两位数的[新经济人高频]
doubles,1.n. 双打；[矿业] 双粒级煤；复制品（double的复数） 2.v. 使加倍；复制；折叠（double的三单形式） 3.n. (Doubles)人名；(英)道布尔斯[新经济人高频]
doubling,1.n. 加倍；并线；折回；防护板；衬里 2.v. 使加倍；使成双（double的ing形式）；绕过；握紧 3.adj. 双重的；折叠的[新经济人高频]
downgraded,1.v. 信用等级下降（downgrade的过去式） 2.adj. 降级的；受鄙视的[新经济人高频]
Downing,1.唐宁[新经济人高频]
downtown,1.n. 市中心区；三分线以外 2.adj. 市中心的 3.adv. 往闹市区；在市区[新经济人高频]
downtrodden,1.adj. 被践踏的，被蹂躏的；受压迫的[新经济人高频]
Dozens,1.n. 许多（dozen的复数）[新经济人高频]
draconian,1.adj. 严厉的，苛刻的[新经济人高频]
dragged,1.v. 制动；拖动；打滑；松懈[新经济人高频]
dragging,1.adj. 拖延的；拖曳用的 2.vt. 牵引（drag的现在分词）[新经济人高频]
Draghi,1.n. (Draghi)人名；(法、意)德拉吉[新经济人高频]
dragon,1.n. 龙；凶暴的人，凶恶的人；严厉而有警觉性的女人 2.n. (Dragon)人名；(匈)德劳贡；(英、法、芬、罗、匈)德拉贡[新经济人高频]
drain,1.n. 排水；下水道，排水管；消耗 2.vt. 喝光，耗尽；使流出；排掉水 3.vi. 排水；流干 4.n. (Drain)人名；(英)德雷恩；(法)德兰[新经济人高频]
drastically,1.adv. 彻底地；激烈地[新经济人高频]
dressed,1.v. 装饰；给…穿衣；布置（dress的过去分词） 2.adj. 穿好衣服的；打扮好的；去内脏及分割加工好的（特指动物，如鱼，禽类等）[新经济人高频]
droop,1.n. 下垂；消沉 2.n. (Droop)人名；(英)德鲁普 3.vt. 使…下垂 4.vi. 下垂；萎靡；凋萎[新经济人高频]
drop by,1.顺便拜访[新经济人高频]
drove,1.n. 畜群；牛群、羊群等；移动的人群或大批的东西 2.(Drove)人名；德罗韦 3.v. 驾驶（drive的过去式）[新经济人高频]
drudgery,1.n. 苦工，苦差事[新经济人高频]
dubious,1.adj. 可疑的；暧昧的；无把握的；半信半疑的[新经济人高频]
duel,1.n. 决斗；斗争，抗争 2.vi. 决斗 3.n. (Duel)人名；(西)杜埃尔；(英)迪尤尔[新经济人高频]
Duke,1.n. 公爵，（公国的）君主；公爵（种）樱桃 2.n. (Duke)人名；(西、俄、瑞典、英)杜克[新经济人高频]
dumb,1.adj. 哑的，无说话能力的；不说话的，无声音的[新经济人高频]
dump,1.n. 垃圾场；仓库；无秩序地累积 2.vt. 倾倒；倾卸；丢下，卸下；摆脱，扔弃；倾销 3.vi. 倒垃圾；突然跌倒或落下；卸货；转嫁（责任等） 4.n. （英）邓普（人名，男子教名Humphrey、Humphry的昵称）[新经济人高频]
dystopia,1.n. 糟透的社会；地狱般的处境；非理想化的地方[新经济人高频]
earliest,1.n. 最早 2.adj. 早的；初期的[新经济人高频]
earmark,1.n. 特征；耳上记号 2.vt. 在耳朵上做记号；标记[新经济人高频]
earners,1.n. 赚钱的人[新经济人高频]
eats,1.abbr. 设备准确度测试站（Equipment Accuracy Test Station）[新经济人高频]
ebbed,1.n. 衰退；退潮；衰落 2.vi. 衰退；减少；衰落；潮退[新经济人高频]
echoes,1.n. 回声；共鸣；反响（echo的复数） 2.v. 发出回声；随声附和；与…相似（echo的单三形式）[新经济人高频]
economically,1.adv. 经济地；在经济上；节俭地[新经济人高频]
edgy,1.adj. 急躁的；尖利的；刀口锐利的[新经济人高频]
Edinburgh,1.n. 爱丁堡（英国城市名）[新经济人高频]
Eduardo,1.n. 爱德华多（姓氏）[新经济人高频]
educational,1.adj. 教育的；有教育意义的[新经济人高频]
egalitarian,1.n. 平等主义；平等主义者 2.adj. 平等主义的[新经济人高频]
egregious,1.adj. 惊人的；过分的；恶名昭彰的[新经济人高频]
Egyptians,1.n. 埃及人 2.与古埃及相关的 3.古埃及人 4.埃及文化的[新经济人高频]
elated,1.v. 使兴奋（elate的过去式和过去分词） 2.adj. 兴高采烈的；得意洋洋的[新经济人高频]
elation,1.n. 兴高采烈，得意洋洋[新经济人高频]
eldritch,1.adj. 可怕的，可畏的[新经济人高频]
electronically,1.adv. 电子地[新经济人高频]
electrons,1.n. [物] 电子（electron的复数形式）[新经济人高频]
element,1.n. 元素；要素；原理；成分；自然环境 2.n. (Element)人名；(德)埃勒门特；(英)埃利门特[新经济人高频]
Elena,1.n. 埃琳娜（女子名，等于Helen）[新经济人高频]
eliminate,1.vt. 消除；排除[新经济人高频]
eliminating,1.v. 消除（eliminate的ing形式） 2.adj. 排除的[新经济人高频]
Elizabeth,1.n. 伊丽莎白（女子名）[新经济人高频]
elusive,1.adj. 难懂的；易忘的；逃避的；难捉摸的[新经济人高频]
Elysium,1.n. 极乐世界，天堂；至福之境[新经济人高频]
embankment,1.n. 路堤；堤防[新经济人高频]
embarked,1.vi. 从事，着手；上船或飞机 2.vt. 使从事；使上船[新经济人高频]
embassies,1.n. 大使馆；大使馆全体人员[新经济人高频]
embassy,1.n. 大使馆；大使馆全体人员[新经济人高频]
embattled,1.adj. 严阵以待的；被敌人围困的；心烦意乱的；边缘呈雉形的 2.v. 列阵；筑垒于（embattle的过去式和过去分词）[新经济人高频]
embedded,1.v. 嵌入（embed的过去式和过去分词形式） 2.adj. 嵌入式的；植入的；内含的[新经济人高频]
emblematic,1.adj. 象征的；可当标志的[新经济人高频]
embracing,1.n. 拥抱 2.v. 拥抱，包含（embrace的现在分词形式）[新经济人高频]
embroil,1.vt. 使卷入；使混乱[新经济人高频]
embroiled,1.adj. 卷入的；纠缠不清的 2.v. 卷入（embroil的过去式和过去分词）；牵连[新经济人高频]
embryo,1.n. [胚] 胚胎；胚芽；初期 2.adj. 胚胎的；初期的[新经济人高频]
emigrated,1.vi. 移居；移居外国 2.vt. 移民[新经济人高频]
Emmanuel,1.n. 以马内利（耶稣基督的别称）；伊曼纽尔（男子名，等于Immanuel）[新经济人高频]
emotions,1.n. [心理] 情绪；[心理] 情感（emotion的复数形式）[新经济人高频]
emphasise,1.vt. （英）强调；加强…的语气（等于emphasize ）[新经济人高频]
emphasised,1.vt. （英）强调；加强…的语气（等于emphasize ）[新经济人高频]
emphasises,1.vt. （英）强调；加强…的语气（等于emphasize ）[新经济人高频]
emulate,1.n. 仿真；仿效 2.vt. 仿真；模仿；尽力赶上；同…竞争[新经济人高频]
enact,1.vt. 颁布；制定法律；扮演；发生[新经济人高频]
encompass,1.vt. 包含；包围，环绕；完成[新经济人高频]
encounter,1.n. 遭遇，偶然碰见 2.vi. 遭遇；偶然相遇 3.vt. 遭遇，邂逅；遇到[新经济人高频]
encourages,1.鼓励 2.激励 3.受到鼓舞的 4.鼓舞[新经济人高频]
encrusted,1.adj. 带有外壳的；无伸缩性的 2.v. 包以外壳；使形成硬壳（encrust的过去分词）[新经济人高频]
endangered,1.adj. 濒临灭绝的；有生命危险的[新经济人高频]
endemic,1.n. 地方病 2.adj. 地方性的；风土的[新经济人高频]
endorse,1.vt. 背书；认可；签署；赞同；在背面签名[新经济人高频]
endure,1.vt. 忍耐；容忍 2.vi. 忍耐；持续[新经济人高频]
endured,1.v. 忍耐（endure的过去式）[新经济人高频]
enduring,1.adj. 持久的；能忍受的 2.v. 忍耐（endure的ing形式）[新经济人高频]
energetic,1.adj. 精力充沛的；积极的；有力的[新经济人高频]
engaging,1.v. 参加（engage的ing形式）；保证；雇用 2.adj. 迷人的[新经济人高频]
enhance,1.vt. 提高；加强；增加[新经济人高频]
enhanced,1.v. 提高；加强（enhance的过去分词） 2.adj. 加强的；增大的[新经济人高频]
enjoying,1.享受 2.享有 3.欣赏（enjoy的现在分词）[新经济人高频]
enjoys,1.vt. 欣赏，享受；喜爱；使过得快活[新经济人高频]
enlightened,1.v. 启迪（enlighten的过去式） 2.adj. 开明的；文明的；进步的；被启发的[新经济人高频]
Enrique,1.n. 恩里克（男子名）[新经济人高频]
enrolled,1.v. 登记（入会；卷）[新经济人高频]
ensuing,1.adj. 接著发生的 2.v. 跟着发生（ensue的ing形式）[新经济人高频]
ensured,1.确保 2.使安全[新经济人高频]
ensuring,1.v. 保证；确保；担保（ensure的现在分词）[新经济人高频]
enthusiastic,1.adj. 热情的；热心的；狂热的[新经济人高频]
entrance,1.n. 入口；进入 2.vt. 使出神，使入迷[新经济人高频]
entrench,1.vt. 确立，牢固；用壕沟围住；挖掘 2.vi. 侵犯；挖掘壕沟[新经济人高频]
entrenched,1.v. 确立；保证；挖掘壕沟（entrench的过去分词） 2.adj. 根深蒂固的；确立的，不容易改的[新经济人高频]
entrepreneurial,1.adj. 企业家的，创业者的；中间商的[新经济人高频]
entries,1.n. 进入；（词典所列的）词目（entry的复数形式）[新经济人高频]
environmentalist,1.n. 环保人士；环境论者；研究环境问题的专家[新经济人高频]
envoy,1.n. 使者；全权公使[新经济人高频]
Equality,1.n. 平等；相等；[数] 等式[新经济人高频]
equals,1.n. 对手；（地位、实力等）相同或相等的人；相等物（equal的复数形式） 2.v. 平等（equal的第三人称单数形式）；与…相同[新经济人高频]
equipped,1.v. 装备；预备（equip的过去分词）；整装[新经济人高频]
equities,1.n. 股票（equity的复数）；权益；股本；公平[新经济人高频]
eradication,1.n. 消灭，扑灭；根除[新经济人高频]
ERC,1.abbr. 经济研究委员会（Economic Research Council）；电子设备研究中心（Electronic Research Center）[新经济人高频]
Ernst,1.n. 恩斯特（人名）；艾伦斯特（人名）[新经济人高频]
eroded,1.v. 侵蚀；损坏（erode的过去分词形式） 2.adj. 被侵蚀的，损坏了[新经济人高频]
erosion,1.n. 侵蚀，腐蚀[新经济人高频]
erratic,1.n. 漂泊无定的人；古怪的人 2.adj. 不稳定的；古怪的[新经济人高频]
errors,1.n. 误差；错误；差错（error的复数）[新经济人高频]
erupted,1.v. 爆发；长出（erupt的过去分词）[新经济人高频]
eruptions,1.n. 火山爆发；出疹（eruption的复数形式）[新经济人高频]
eschew,1.vt. 避免；避开；远避[新经济人高频]
Especially,1.adv. 特别；尤其；格外[新经济人高频]
essay,1.n. 散文；试图；随笔 2.vt. 尝试；对…做试验[新经济人高频]
estates,1.n. 房地产，[经] 财产（estate的复数）；不动产 2.v. 赠（estate的三单形式）；使有地产[新经济人高频]
Estonia,1.n. 爱沙尼亚[新经济人高频]
ethanol,1.n. [有化] 乙醇，[有化] 酒精[新经济人高频]
Ethnic,1.adj. 种族的；人种的[新经济人高频]
euphoric,1.adj. 欣快的；精神愉快的[新经济人高频]
evade,1.vt. 逃避；规避；逃脱 2.vi. 逃避；规避；逃脱[新经济人高频]
evangelicals,1.n. 福音派（evangelical的复数形式）[新经济人高频]
eve,1.n. 夏娃； 前夕；傍晚；重大事件关头[新经济人高频]
eventual,1.adj. 最后的，结果的；可能的；终于的[新经济人高频]
exacerbate,1.vt. 使加剧；使恶化；激怒[新经济人高频]
exacerbated,1.vt. 加重（病情，痛苦等）；使…恶化；激怒（exacerbate的过去式）[新经济人高频]
exaggerate,1.vt. 使扩大；使增大 2.vi. 夸大；夸张[新经济人高频]
exceeds,1.vt. 超过；胜过 2.vi. 超过其他[新经济人高频]
excellence,1.n. 优秀；美德；长处[新经济人高频]
exclude,1.vt. 排除；排斥；拒绝接纳；逐出[新经济人高频]
excluded,1.v. 排除（exclude的过去式和过去分词）；驱逐；拒绝接纳 2.adj. 排除的[新经济人高频]
excuse,1.n. 借口；理由 2.vt. 原谅；为…申辩；给…免去 3.vi. 作为借口；请求宽恕；表示宽恕[新经济人高频]
execute,1.vt. 实行；执行；处死[新经济人高频]
Executive,1.n. 总经理；执行委员会；执行者；经理主管人员 2.adj. 行政的；经营的；执行的，经营管理的[新经济人高频]
exercises,1.n. 练习题，演习；运动[新经济人高频]
exhale,1.vt. 呼气；发出；发散；使蒸发 2.vi. 呼气；发出；发散[新经济人高频]
exhaust,1.n. 排气；废气；排气装置 2.vt. 排出；耗尽；使精疲力尽；彻底探讨 3.vi. 排气[新经济人高频]
exhausted,1.v. 耗尽；用尽；使…精疲力尽（exhaust的过去式） 2.adj. 疲惫的；耗尽的[新经济人高频]
exhibition,1.n. 展览，显示；展览会；展览品[新经济人高频]
existed,1.生存 2.存在[新经济人高频]
expats,1.n. 亡命国外者（expat的复数形式） 2.v. 移居国外；放逐（expat的第三人称单数形式）[新经济人高频]
expectation,1.n. 期待；预期；指望[新经济人高频]
expeditionary,1.adj. 远征的；探险的；讨伐的；考察的[新经济人高频]
experimental,1.adj. 实验的；根据实验的；试验性的[新经济人高频]
expired,1.v. 期满（expire的过去分词） 2.adj. 过期的；失效的[新经济人高频]
explanations,1.n. 解释（explanation的复数）；说明[新经济人高频]
exploration,1.n. 探测；探究；踏勘[新经济人高频]
exporter,1.n. 出口商；输出国[新经济人高频]
exposing,1.n. 遗弃；露体；陈列 2.v. 揭露；展览；遭遇（expose的ing形式）[新经济人高频]
Express,1.n. 快车，快递，专使；捷运公司 2.vt. 表达；快递 3.adj. 明确的；迅速的；专门的[新经济人高频]
extensive,1.adj. 广泛的；大量的；广阔的[新经济人高频]
extinction,1.n. 消失；消灭；废止[新经济人高频]
extravagant,1.adj. 奢侈的；浪费的；过度的；放纵的[新经济人高频]
extremism,1.n. 极端主义（尤指政治上的极右或极左）；极端性；过激主义[新经济人高频]
facility,1.n. 设施；设备；容易；灵巧[新经济人高频]
faction,1.n. 派别；内讧；小集团；纪实小说[新经济人高频]
factions,1.n. 派系（faction的复数）；内讧[新经济人高频]
fade,1.n. [电影][电视] 淡出；[电影][电视] 淡入 2.adj. 平淡的；乏味的 3.vi. 褪色；凋谢；逐渐消失 4.vt. 使褪色 5.n. (Fade)人名；(法)法德[新经济人高频]
fading,1.n. 褪色；衰退；凋谢 2.v. 使衰落（fade的ing形式）；褪色[新经济人高频]
fairness,1.n. 公平；美好；清晰；顺利性[新经济人高频]
fair-weather,1.adj. 限于好天气的；只能同安乐不可共患难的[新经济人高频]
fairy,1.n. 仙女，小精灵；漂亮姑娘 2.adj. 仙女的[新经济人高频]
Faisal,1.n. 费萨尔（沙特阿拉伯国王）[新经济人高频]
fallow,1.n. 休耕地；休耕 2.adj. 休耕的；不活跃的 3.vt. 使（土地）休闲；潜伏 4.n. (Fallow)人名；(英)法洛[新经济人高频]
falter,1.n. 踌躇；支吾；颤抖 2.vi. 支吾；蹒跚地走 3.vt. 支吾地说；结巴地讲出 4.n. (Falter)人名；(英)福尔特；(德、捷)法尔特[新经济人高频]
faltering,1.adj. 蹒跚的；犹豫的；支吾的 2.v. 支吾地说，蹒跚地走（falter的现在分词）[新经济人高频]
fanatical,1.adj. 狂热的[新经济人高频]
fancy,1.n. 幻想；想像力；爱好 2.adj. 想象的；奇特的；昂贵的；精选的 3.vt. 想象；喜爱；设想；自负 4.vi. 幻想；想象 5.n. (Fancy)人名；(法)方西[新经济人高频]
farewell,1.n. 告别，辞别；再见；再会 2.adj. 告别的 3.int. 别了！（常含有永别或不容易再见面的意思）；再会！[新经济人高频]
farmer,1.n. 农夫，农民 2.n. (Farmer)人名；(英)法默；(法)法尔梅；(西)法梅尔[新经济人高频]
Farmers,1.n. [农] 农民（farmer的复数）[新经济人高频]
far-reaching,1.adj. 深远的；广泛的；伸至远处的[新经济人高频]
fascinated,1.v. 使着迷；使陶醉（fascinate的过去分词） 2.adj. 着迷的；被深深吸引的[新经济人高频]
fascinating,1.adj. 迷人的；吸引人的；使人神魂颠倒的 2.v. 使…着迷；使…陶醉（fascinate的ing形式）[新经济人高频]
fashionable,1.adj. 流行的；时髦的；上流社会的[新经济人高频]
fast-food,1.n. 快餐食品 2.adj. 供应快餐的[新经济人高频]
fatal,1.adj. 致命的；重大的；毁灭性的；命中注定的 2.n. (Fatal)人名；(葡、芬)法塔尔[新经济人高频]
fealty,1.n. 忠诚；忠实[新经济人高频]
feat,1.n. 功绩，壮举；技艺表演 2.adj. 合适的；灵巧的[新经济人高频]
federalist,1.adj. （支持）联邦党人的；联邦制的 2.n. 联邦党；联邦制拥护者；支持北部联邦者[新经济人高频]
feeble,1.adj. 微弱的，无力的；虚弱的；薄弱的[新经济人高频]
felony,1.n. 重罪[新经济人高频]
fend,1.vi. 照料；供养；力争 2.vt. 谋生；保护；挡开；供养[新经济人高频]
ferries,1.n. 渡轮；摆渡（ferry的复数） 2.v. 渡运；运送；摆渡（ferry的第三人称单数） 3.n. (Ferries)人名；(英)费里斯[新经济人高频]
ferry,1.n. 渡船；摆渡；渡口 2.vt. （乘渡船）渡过；用渡船运送；空运 3.vi. 摆渡；来往行驶 4.n. (Ferry)人名；(法、德、英、印尼)费里[新经济人高频]
fertiliser,1.n. 化肥（等于fertilizer）[新经济人高频]
FEW,1.n. 很少数 2.adj. 很少的；几乎没有的 3.pron. 很少 4.n. (Few)人名；(英)菲尤[新经济人高频]
Fewer,1.adj. 较少的 2.int. 较少数 3.pron. 较少数[新经济人高频]
Fiat,1.n. 命令；许可；政法 2.vt. 批准；颁布 3.n. (Fiat)人名；(西)菲亚特 4.n. 菲亚特（意大利汽车品牌）[新经济人高频]
fibre,1.n. 纤维；纤维制品[新经济人高频]
Fiction,1.n. 小说；虚构，编造；谎言[新经济人高频]
fiercest,1.（尤指人或动物）凶猛的 2.（尤指动作或情感）强烈的 3.（天气或温度）恶劣的（fierce的最高级）[新经济人高频]
fiery,1.adj. 热烈的，炽烈的；暴躁的；燃烧般的[新经济人高频]
Figures,1.n. 价格，金额，[数] 数字；人物（figure的复数）；[数] 图形，图表；规定动作 2.n. (Figures)人名；(英)菲格斯[新经济人高频]
files,1.n. [计] 文件；[图情][计] 文档（file的复数） 2.v. 提出（file的第三人称单数）；发送；汇订 3.n. (Files)人名；(英)法尔斯；(法)菲勒[新经济人高频]
filling,1.n. 填充；填料 2.v. 填满；遍及（fill的ing形式） 3.n. (Filling)人名；(瑞典)菲林[新经济人高频]
fillip,1.n. 刺激；弹指 2.vt. 用指弹 3.vi. 弹指[新经济人高频]
finger,1.n. 手指；指针，指状物 2.vt. 伸出；用手指拨弄 3.vi. 用指触摸；拨弄 4.n. (Finger)人名；(英、德、捷)芬格；(俄)芬格尔[新经济人高频]
Finns,1.n. 芬兰人（Finn的复数形式）[新经济人高频]
firepower,1.n. 火力[新经济人高频]
fishermen,1.n. 渔夫；渔船（fisherman的复数形式）[新经济人高频]
fitness,1.n. 健康；适当；适合性[新经济人高频]
fixing,1.n. 固定；安装；设备；修理 2.v. 固定（fix的现在分词）[新经济人高频]
flagship,1.n. 旗舰；（作定语）一流；佼佼者[新经济人高频]
flames,1.n. [化工] 火焰；火苗（flame的复数形式）[新经济人高频]
flank,1.n. 侧面；侧翼；侧腹 2.vt. 守侧面；位于…的侧面；攻击侧面 3.vi. 侧面与…相接 4.adv. 在左右两边 5.n. (Flank)人名；(瑞典、匈)弗兰克；(法)弗朗克[新经济人高频]
flash,1.n. 闪光，闪现；一瞬间 2.adj. 闪光的，火速的 3.vt. 使闪光；反射 4.vi. 闪光，闪现；反射 5.n. (Flash)人名；(西)弗拉什[新经济人高频]
flatten,1.vt. 击败，摧毁；使……平坦 2.vi. 变平；变单调 3.n. (Flatten)人名；(德)弗拉滕[新经济人高频]
flavour,1.n. 香味；滋味 2.vt. 给……调味；给……增添风趣[新经济人高频]
flee,1.vt. 逃跑，逃走；逃避 2.vi. 逃走；消失，消散[新经济人高频]
flicker,1.n. 闪烁；闪光；电影 2.vi. 闪烁；摇曳；颤动；扑动翅膀；假装昏倒 3.vt. 使闪烁；使摇曳 4.n. (Flicker)人名；(英)弗利克[新经济人高频]
