word,meaning
credible,a.可信的，可靠的[红宝书]
credo,n.信条[红宝书]
credulous,a.轻信的，易信的[红宝书]
creed,n.教义；信条[红宝书]
creep,v.匍匐前进；悄悄地移动，蹑手蹑脚的走[红宝书]
crepuscular,a.朦胧的，微明的[红宝书]
crescendo,n.(音乐声音)渐强，高潮[红宝书]
crestfallen,a.挫败的，失望的[红宝书]
crib,v.抄袭，剽窃[红宝书]
crimp,v.使起皱，使（头发）卷曲；抵制，束缚[红宝书]
crimson,n.绯红色的[红宝书]
cringe,v.畏缩；谄媚[红宝书]
cringing,n./a.谄媚(的)，奉承(的)[红宝书]
criss-cross,v.交叉往来[红宝书]
criterion,n.评判的标准，尺度[红宝书]
critic,n.批评者[红宝书]
critical,a.挑毛病的；关键的，危急的[红宝书]
critique,n.批评性的分析[红宝书]
croak,n.蛙鸣声；v.发牢骚，抱怨[红宝书]
cronyism,n.(由指政治上)任人唯亲；对好朋友的偏袒[红宝书]
crook,v.使弯曲；n.钩状物[红宝书]
crooked,a.不诚实的；弯曲的[红宝书]
croon,v.低声歌唱[红宝书]
crossfire,n.交叉火力[红宝书]
crouch,v.蹲伏，弯腰[红宝书]
crucial,a.决定性的[红宝书]
crudity,n.粗糙，生硬[红宝书]
crumble,v.弄碎；崩毁[红宝书]
crumple,v.弄皱；破裂[红宝书]
crusade,n.维护理想、原则而进行的运动或斗争[红宝书]
cryptic,a.秘密的，神秘的[红宝书]
crystalline,adj.水晶的，透明的[红宝书]
cub,n.幼兽；笨手笨脚的年轻人[红宝书]
cuddle,v./n. 搂抱，拥抱 [红宝书]
cue,v.暗示，提示；n.暗示，提示[红宝书]
culinary,a.厨房的；烹调的[红宝书]
cull,v.挑选，精选 n.剔除的东西[红宝书]
culminate,v.达到顶点，使达到最高点[红宝书]
culmination,n.顶点；最终结果、最终结论[红宝书]
culpable,a.有罪的，该受谴责的[红宝书]
culprit,n.罪犯[红宝书]
cult,n.宗派；崇拜[红宝书]
cultivate,v.种植；向…讨好[红宝书]
cultivated,a.耕种的，栽植的；有修养的[红宝书]
cumber,v.拖累，妨碍[红宝书]
cumbersome,a.笨重的，难处理的[红宝书]
cunning,a.善于骗人的；灵巧的；n.欺诈行为[红宝书]
cupidity,n.贪婪[红宝书]
curator,n.(博物馆等)馆长[红宝书]
curdle,v.使凝结，变稠[红宝书]
curfew,n.宵禁[红宝书]
cursory,a.粗略的，草率的[红宝书]
curt,a.(言词、行为)简略而草率的[红宝书]
curtail,v.削减，缩短[红宝书]
custodian,n.管理员，监护人[红宝书]
customary,a.合乎习俗的[红宝书]
cutlery,n.(刀、叉、匙等)餐具[红宝书]
cyclical,a.循环的[红宝书]
cyclone,n.气旋，飓风[红宝书]
cynic,n.犬儒主义者，愤世嫉俗者[红宝书]
cynic,n.犬儒主义者，愤世嫉俗者[红宝书]
cynosure,n.注意的焦点[红宝书]
dabble,v.涉足，浅赏[红宝书]
daft,a.傻的[红宝书]
dainty,n.精美食品；a.娇美的；挑剔的[红宝书]
dalliance,n.虚度光阴；调情[红宝书]
dally,v.闲荡，嬉戏[红宝书]
damn,v.(严厉地）批评，谴责 a.该死的[红宝书]
damp,v.减弱，制止振动；a.潮湿的[红宝书]
damped,a.潮湿的，减震的，压低(声音)的[红宝书]
dampen,v.(使)潮湿；使沮丧，泼凉水[红宝书]
dangle,v.悬荡，悬摆[红宝书]
dank,a.阴湿的，透水的[红宝书]
dapper,a.整洁漂亮的；动作敏捷的[红宝书]
dappled,a.有斑点的，斑驳的[红宝书]
daredevil,a./n.胆大的(人)，冒失的(人)[红宝书]
dascinating,adj.迷人的，醉人的[红宝书]
dash,v.猛撞，猛砸，击碎；挫败；使愧疚[红宝书]
daub,v.涂抹；乱画[红宝书]
daunt,v.使胆怯，使畏缩[红宝书]
dawdle,v.闲荡，虚度[红宝书]
daze,n.迷乱，恍惚 v.使茫然，使眩晕[红宝书]
deaden,v.减低某物的力量或强度[红宝书]
deadlock,n.相持不下，僵局[红宝书]
dearth,n.缺乏，短缺[红宝书]
debar,v.阻止[红宝书]
debark,v.下船，下飞机，下车，卸载[红宝书]
debase,v.贬低，贬损[红宝书]
debatable,a.未决定的，有争执的[红宝书]
debate,n.正式的辩论，讨论[红宝书]
debauch,v.使堕落，败坏[红宝书]
debilitate,v.使衰弱[红宝书]
debility,n.衰弱，虚弱[红宝书]
debonair,a.美丽的；温雅的[红宝书]
debrief,v.盘问，听取报告[红宝书]
debris,n.废墟，残骸[红宝书]
debunk,v.揭穿真相，暴露（坏事，贬义）[红宝书]
decadence,n.衰落，颓废[红宝书]
decamp,v.（士兵)离营；匆忙秘密地离开[红宝书]
decant,v.轻轻倒出[红宝书]
deceit,n.欺骗，欺诈[红宝书]
decelerate,v.（使）减速[红宝书]
decency,n.正派，端庄[红宝书]
decentralize,v.分散，权力下放[红宝书]
deception,n.欺骗手段[红宝书]
deceptive,adj.欺骗的，导致误解的[红宝书]
deciduous,a.非永久的；短暂的；脱落的；落叶的[红宝书]
decimate,v.毁掉大部分；大量杀死[红宝书]
decipher,v.解开(疑团)；破译(密码)[红宝书]
decisive,adj.决定性的；坚定地，果断的[红宝书]
decisiveness,n.坚决，果断[红宝书]
declaim,v.高谈阔论[红宝书]
decline,v.拒绝；变弱，变小；n.消减[红宝书]
decompose,v.(使)腐烂[红宝书]
decomposition,n.分解，腐烂，崩溃[红宝书]
decorous,a.合宜的，高雅的[红宝书]
decorum,n.礼节，礼貌[红宝书]
decoy,v.诱骗[红宝书]
decree,n.命令，法令 v.颁布命令[红宝书]
decrepit,a.衰老的，破旧的[红宝书]
decry,v.责难；贬低(价值)[红宝书]
dedication,n.奉献，献身[红宝书]
deduce,v.演绎，推断[红宝书]
deduct,v.减去，扣除；演绎[红宝书]
deductive,a.推理的，演绎的[红宝书]
deed,n.行为；(土地或建筑物的)转让契约、证书[红宝书]
deface,v.损坏（外观）[红宝书]
defamation,n.诽谤，中伤[红宝书]
defame,v.诽谤，中伤[红宝书]
default,v./n.拖债；未履行的责任；违约[红宝书]
defecate,v.澄清；净化[红宝书]
defect,n.缺点，瑕疵；v.变节，脱党[红宝书]
defense,n.防御，防护[红宝书]
defensive,adj.自卫的 n.戒备，防御[红宝书]
defer,v.推延；听从[红宝书]
deference,n.敬意，尊重[红宝书]
deferential,adj.顺从的，恭敬地[红宝书]
defiance,n.挑战，违抗，反抗[红宝书]
defiant,adj.反抗的，挑衅的[红宝书]
deficiency,n.缺陷；不足[红宝书]
deficient,adj.有缺点的；缺少的；不足的[红宝书]
deficit,n.不足，赤字[红宝书]
defile,v.弄污，弄脏；n.(山间)小道[红宝书]
definite,a.清楚的，明确的[红宝书]
definitive,a.明确的，有权威的[红宝书]
deflect,v.偏离，转向[红宝书]
defraud,v.欺骗某人[红宝书]
defray,v.支付，支出[红宝书]
defrost,v.解冻；将…除霜[红宝书]
deft,a.灵巧的，熟练的[红宝书]
defunct,a.死亡的[红宝书]
defuse,v.从(爆破装置)中卸除引信；缓和紧张状态或危急局面[红宝书]
defy,v.违抗，藐视[红宝书]
dehumanize,v.使失掉人性[红宝书]
dehydrate,v.除去水分，脱水[红宝书]
deign,v.屈尊，惠允(做某事)[红宝书]
dejected,a.沮丧的，失望的[红宝书]
delectable,a.（食物）赏心悦目的[红宝书]
delegate,n.代表；v.委派…为代表，授权[红宝书]
deleterious,a.(对身心)有害的，有毒的[红宝书]
deliberate,a.深思熟虑的;故意的；v.慎重考虑[红宝书]
deliberation,n.细想，考虑[红宝书]
delicate,a.娇嫩的；精致的，优美的[红宝书]
delight,n.快乐，高兴，乐事 v.使高兴，使欣喜[红宝书]
delimit,v.定界，划界[红宝书]
delineate,v.描画[红宝书]
delinquent,a.疏忽职务的[红宝书]
delirium,n.精神错乱[红宝书]
delude,v.欺骗，哄骗[红宝书]
deluge,n.大洪水；暴雨[红宝书]
delusion,n.欺骗，幻想[红宝书]
deluxe,a.豪华的，华丽的[红宝书]
delve,v.深入探究，钻研[红宝书]
demagnetize,v.消磁，使退磁[红宝书]
demagogue,n.蛊惑民心的政客[红宝书]
demarcate,v.划分，划界[红宝书]
demean,v.贬抑，降低（身份）[红宝书]
demeanour,n.举止，行为[红宝书]
demented,a.疯狂的[红宝书]
demobilize,v.遣散，是复员[红宝书]
demolish,v.破坏；拆除[红宝书]
demolition,n.破坏，毁坏[红宝书]
demonstrate,v.证明，论证；示威[红宝书]
demonstrative,a.证明性的；喜怒形于色的[红宝书]
demoralize,v.使士气低落[红宝书]
demote,v.降级，降职[红宝书]
demotic,a.民众的，通俗的[红宝书]
demur,v.表示异议，反对[红宝书]
demure,a.严肃的，矜持的[红宝书]
demystify,v.弄清楚[红宝书]
den,n.兽穴，窝[红宝书]
denigrate,v.污蔑，诽谤[红宝书]
denote,v.表示；指示意义[红宝书]
denounce,v.指责[红宝书]
dense,adj.密集的，浓密的[红宝书]
density,n.密集，稠密[红宝书]
dental,a.牙齿的，牙科的[红宝书]
denture,n.假牙[红宝书]
denude,v.脱去；剥蚀；剥夺[红宝书]
denunciate,v.公开指责，公然抨击，谴责[红宝书]
dependable,adj.可靠地，可信赖的[红宝书]
depict,v.描绘，描画[红宝书]
deplete,v.大量减少；耗尽，使枯竭[红宝书]
deplore,v.悲悼，哀叹；谴责[红宝书]
deploy,v.部署；拉长（战线），展开[红宝书]
depose,v.免职；作证[红宝书]
deposit,v.存放；使沉积[红宝书]
deprave,v.使堕落，使恶化[红宝书]
depraved,a.堕落的，腐化的[红宝书]
depravity,n.堕落，恶习[红宝书]
deprecate,v.反对，轻视[红宝书]
deprecation,n.反对[红宝书]
deprecatory,adj.不赞成的，反对的[红宝书]
depreciate,v.轻视；贬值[红宝书]
depredation,n.劫掠，蹂躏[红宝书]
depressed,a.消沉的；凹陷的[红宝书]
depression,n.忧愁，消沉；数量减少[红宝书]
deprivation,n.剥夺；缺乏[红宝书]
deprive,n.剥夺；使丧失[红宝书]
depute,v.派…为代表或代理[红宝书]
deputize,v.代理，代表[红宝书]
deputy,n.代表；副手[红宝书]
deracinate,v.根除，杜绝[红宝书]
derelict,a.荒废的；玩忽职守的；n.被(社会、家庭)遗弃的人[红宝书]
dereliction,n.遗弃；玩忽职守的[红宝书]
deride,v.（轻蔑）嘲笑，愚弄[红宝书]
derivation,n.发展，起源；词源[红宝书]
derivative,a.派生的；无创意的[红宝书]
derogate,v.贬低，诽谤[红宝书]
derogatory,a.不敬的，诽谤的[红宝书]
descend,v.下来，下降[红宝书]
descriptive,a.描述的[红宝书]
descry,v.远远看到，望见[红宝书]
desecrate,v.玷辱，亵渎[红宝书]
desert,v.放弃，离弃[红宝书]
deserter,n.背弃者，逃亡者[红宝书]
desiccate,v.(使)完全干涸，脱水[红宝书]
desideratum,n.必需品[红宝书]
designate,v.指定，任命；指明，指出 adj.（已受委派）尚未上任的[红宝书]
desirable,a.值得要的[红宝书]
desist,v.停止，中止[红宝书]
desolate,a.荒凉的，被遗弃的[红宝书]
despicable,a.可鄙的，卑劣的[红宝书]
despise,v.鄙视，藐视[红宝书]
despoil,v.夺取，强夺[红宝书]
despondent,a.失望的，意气消沉的[红宝书]
despotic,a.专横的，暴虐的[红宝书]
despotism,n.专制，暴政[红宝书]
destine,v.命运注定，预定[红宝书]
destitute,adj.缺乏的，穷困的[红宝书]
destitution,n.匮乏，穷困[红宝书]
destructible,adj.可破坏的[红宝书]
desuetude,n.废止，不用[红宝书]
desultory,a.不连贯的，散乱的[红宝书]
detach,v.分离...，拆下...；(士兵、舰船)派遣，分遣[红宝书]
detection,n.查明，探明[红宝书]
deter,v.威慑，吓住；阻止[红宝书]
detergent,a.洗涤的，去污的；n.清洁剂[红宝书]
deteriorate,v.(使)变坏，恶化[红宝书]
determinant,n.决定因素；a.决定性的[红宝书]
deterrent,a.威慑的，制止的[红宝书]
detest,v.深恶，憎恶[红宝书]
detonate,v.（使）爆炸，引爆[红宝书]
detonation,n.爆炸(声)，爆炸[红宝书]
detour,n.弯路；绕行之路[红宝书]
detraction,n.贬低，诽谤[红宝书]
detriment,n.损害，伤害[红宝书]
detrimental,a.损害的，造成伤害的[红宝书]
devastate,v.摧毁，破坏[红宝书]
deviant,a.越出常规的[红宝书]
deviate,v.越轨，脱离[红宝书]
deviation,n.背离正道[红宝书]
devious,a.不正直的；弯曲的[红宝书]
devise,v.发明，设计；图谋；遗赠给[红宝书]
devoid,a.空的；缺少的[红宝书]
devotee,n.爱好者，献身者[红宝书]
devotional,a.献身的，崇拜的[红宝书]
devour,v.吞食；贪婪地看[红宝书]
devout,a.(对宗教)虔敬的；(对事业)忠诚的，忠心的[红宝书]
dexterity,n.纯熟，灵巧[红宝书]
dexterous,a.灵巧的，熟练的[红宝书]
diagnose,v.判断，诊断[红宝书]
diagnostic,adj.诊断的 n.诊断[红宝书]
diagram,n.图解，图表[红宝书]
dialect,n.方言[红宝书]
diaphanous,a.精致的，半透明的[红宝书]
diatribe,n.(口头或书面猛烈的)抨击[红宝书]
dichotomy,n.两分法；矛盾对立，分歧[红宝书]
dicker,v.讨价还价[红宝书]
dictate,v.口述；命令[红宝书]
dictator,n.独裁者[红宝书]
dictum,n.格言，声明[红宝书]
didactic,adj.教诲的，说教的[红宝书]
die,n.金属模子，印模[红宝书]
diehard,n.顽固分子[红宝书]
dietary,a.饮食的[红宝书]
differentiate,v.辨别，区别[红宝书]
diffident,a.缺乏自信的[红宝书]
diffuse,v.扩散；(光等)漫射；a.四散的；漫射的[红宝书]
diffuse,v.扩散；(光等)漫射；a.四散的；漫射的[红宝书]
digestion,n.消化，吸收[红宝书]
dignity,n.尊严，尊贵[红宝书]
digress,v.离题[红宝书]
digression,n.离题，题外话[红宝书]
digressive,a.离题的，枝节的[红宝书]
dilapidate,v.(使)荒废，(使)毁坏[红宝书]
dilapidated,adj.破旧的，毁坏的[红宝书]
dilate,v.(身体某部位)张大，扩大[红宝书]
dilatory,a.慢吞吞的，磨蹭的[红宝书]
dilemma,n.困境，左右为难[红宝书]
dilettante,n.业余爱好者，一知半解者[红宝书]
diligence,n.勤勉，勤奋[红宝书]
diligent,adj.勤勉的，勤奋的[红宝书]
dillydally,v.磨蹭，浪费[红宝书]
dilute,v.把(液体)弄稀，弄淡[红宝书]
dim,v.使暗淡，使模糊[红宝书]
diminish,v.减少，缩小[红宝书]
diminution,n.减少，缩减[红宝书]
dimple,n.酒窝，笑靥[红宝书]
dingy,a.肮脏的；褪色的[红宝书]
dint,v.击出凹痕[红宝书]
diplomatic,a.外交的；圆滑的[红宝书]
dire,a.可怕的[红宝书]
disabuse,v.打消(某人的)错误念头；纠正[红宝书]
disaffect,v.使不满；使不忠[红宝书]
disarm,v.使…解除武器；使…缓和[红宝书]
disarray,n.混乱，漫无秩序[红宝书]
disaster,n.灾难，大不幸[红宝书]
disavow,v.否认，否定，抵赖[红宝书]
disavowal,n.否认[红宝书]
disburse,v.支付，支出[红宝书]
discern,v.(费劲)识别，看出[红宝书]
discernible,a.可识别的，依稀可辨的[红宝书]
discharge,v.流出；释放；解雇；履行义务[红宝书]
disciple,n.信徒，弟子[红宝书]
discipline,v.(自律)训练，训导；n.纪律；惩罚，处分[红宝书]
disclaim,v.放弃权利；拒绝承认[红宝书]
disclose,v.使某物显露[红宝书]
discombobulated,a.扰乱的，打乱的[红宝书]
discomfit,v.使懊恼；使难堪[红宝书]
discomfited,adj.困惑的，尴尬的[红宝书]
discomfort,v.使不适[红宝书]
disconsolate,a.闷闷不乐的，郁郁寡欢 的[红宝书]
discontent,n.不满 v.使不满  adj.不满的[红宝书]
discord,n.不和，纷争[红宝书]
discount,n.折扣[红宝书]
discourage,v.使气馁，使沮丧；阻碍[红宝书]
discouraging,adj.令人气馁的[红宝书]
discourse,n.长篇演讲、论述[红宝书]
discourteous,a.失礼的，粗鲁的[红宝书]
discredit,v.使不相信，使怀疑；n.丧失名誉[红宝书]
discreet,a.言行谨慎的[红宝书]
discrepancy,n.不同，矛盾[红宝书]
discrete,a.个别的；不连续的[红宝书]
discretion,n.谨慎，审慎[红宝书]
discretionary,a.自由决定的[红宝书]
discriminate,v.区分；歧视[红宝书]
discriminatory,a.歧视的，差别待遇的[红宝书]
discursive,a.（表达）散漫的，无层次的[红宝书]
disdain,n./v.轻视，鄙视[红宝书]
disembodied,a.无实体的，空洞的[红宝书]
disenchant,v.对…不再抱幻想，使清醒[红宝书]
disenfranchise,v.剥夺…的权利[红宝书]
disengage,v.脱离，解开[红宝书]
disentangle,v.解决，解脱，解开，澄清[红宝书]
disfigure,v.毁容[红宝书]
disfranchise,v.剥夺…的权力，剥夺…公民权[红宝书]
disgruntle,v.使不高兴[红宝书]
disgruntled,adj.不悦的，不满意的[红宝书]
disguise,v.假扮；掩饰[红宝书]
disgust,n.反感，厌恶[红宝书]
dishevel,v.使蓬乱，使（头发）凌乱[红宝书]
disheveled,adj.（头发、服装等）不整的，凌乱的[红宝书]
disillusion,v.梦想破灭，醒悟[红宝书]
disinclination,n.不愿意，不情愿[红宝书]
disingenuous,a.不坦率的[红宝书]
disinter,v.挖出，挖掘[红宝书]
disinterest,v.使失去兴趣 n.无兴趣[红宝书]
disjunction,n.分离，分裂[红宝书]
disjunctive,a.分离的，相反的[红宝书]
dislocate,v.使脱臼；把…弄乱[红宝书]
dismal,a.使人悲伤的，阴沉的[红宝书]
dismantle,v.拆除[红宝书]
dismay,n.沮丧，气馁；v.使气馁[红宝书]
dismember,v.肢解[红宝书]
disorganize,v.扰乱，使混乱[红宝书]
disparage,v.贬抑，轻蔑[红宝书]
disparate,a.迥然不同的[红宝书]
disparity,n.不同，差异[红宝书]
disparity,n.不同，差异[红宝书]
dispassionate,adj.平心静气的[红宝书]
dispassionate,a.平心静气的[红宝书]
dispatch,v.(快速)派遣；一下子做完；(快速)吃完；n.迅速[红宝书]
dispel,v.驱散，消除[红宝书]
dispensable,a.不必要的，可有可无的[红宝书]
dispense,v.分配，分发[红宝书]
disperse,v.消散，驱散[红宝书]
disport,v.玩耍，嬉戏[红宝书]
disposable,a.一次性使用的；可动用的[红宝书]
dispose,v.使倾向；处理掉[红宝书]
disposed,a.愿意的，想干的[红宝书]
disproof,n.反证，反驳[红宝书]
disproportionate,adj.不成比例的[红宝书]
disprove,v.证明…有误[红宝书]
disputable,adj.有争议的[红宝书]
dispute,v.争论[红宝书]
disrupt,v.弄乱，扰乱[红宝书]
disruptive,a.制造混乱的[红宝书]
dissect,v.解剖[红宝书]
dissemble,v.隐藏，掩饰(感受、意图)[红宝书]
disseminate,v.散布，传播[红宝书]
dissent,v.不同意，持异议[红宝书]
dissertation,n.专题论文[红宝书]
dissident,n.唱反调者[红宝书]
dissimilar,adj.不同的，不相似的[红宝书]
dissimulate,v.隐藏，掩饰[红宝书]
dissipate,v.(使)驱散；浪费[红宝书]
dissociate,v.分离，游离，分裂[红宝书]
dissociation,n.分离，脱离关系[红宝书]
dissolute,a.放荡的，行为不检的[红宝书]
dissolve,v.使固体溶解[红宝书]
dissonant,a.不和谐的，不一致的[红宝书]
dissuade,v.劝阻，阻止[红宝书]
distain,v.贬损，伤害名誉[红宝书]
distant,a.疏远的，冷淡的[红宝书]
distaste,v.厌恶 n.厌恶，不喜欢[红宝书]
distasteful,a.(令人)不愉快的，讨厌的[红宝书]
distent,a.膨胀的；扩张的[红宝书]
distinct,a.清楚的，明显的[红宝书]
distinctive,a.出众的，有特色的[红宝书]
distinguish,v.成为…的特征，使有别于；把…分类；区别，辨别[红宝书]
distort,v.扭曲，弄歪[红宝书]
distortion,n.扭曲，曲解[红宝书]
distrait,a.心不在焉的[红宝书]
distraught,a.心神狂乱的[红宝书]
distress,n.痛苦，悲痛[红宝书]
distribute,v.分发，分配[红宝书]
district,n.地区，行政区，（美国各州的）众议院选区[红宝书]
dither,v.慌张；犹豫不决 n.慌张；慌乱[红宝书]
diurnal,a.白昼的，白天的[红宝书]
divagate,v.离题；漂泊[红宝书]
diverge,v.（意见）分歧；（线路、道路）分开[红宝书]
divergent,a.分叉的，岔开的[红宝书]
diverse,a.不同的；多样的[红宝书]
diversity,n.多样，千变万化[红宝书]
diversity,n.多样，千变万化[红宝书]
divert,v.使某事物转向；使娱乐[红宝书]
dividend,n.红利，股利[红宝书]
divine,v.占卜，卜测；a.神的[红宝书]
divisive,a.引起分歧的[红宝书]
divulge,v.泄露，透露[红宝书]
docile,a.驯服的，听话的[红宝书]
dock,v.剪短（尾巴等）；扣去（薪水，津贴）[红宝书]
doctrinaire,n.教条主义者；a.教条的，迂腐的[红宝书]
doctrine,n.教义，主义；学说[红宝书]
document,n.文件 v.为…提供书面证明[红宝书]
dodge,v.闪开，躲避[红宝书]
doff,v.脱掉[红宝书]
dogged,a.顽强的[红宝书]
dogma,n.教条，信条[红宝书]
dogmatism,n.教条主义，武断[红宝书]
dogmatist,n.独断家，独断论者[红宝书]
doleful,a.忧愁的，消沉的[红宝书]
dolorous,a.悲哀的，忧愁的[红宝书]
domain,n.领土；领域[红宝书]
domesticate,v.驯养[红宝书]
domesticate,v.驯养[红宝书]
dominant,a.(生)(遗传特征)显性的，优势的；最重要的，占支配地位的[红宝书]
dominate,v.控制，支配[红宝书]
domination,n.控制，支配，管辖[红宝书]
domineer,v.压制[红宝书]
donate,v.捐赠，赠送[红宝书]
doodle,v.胡乱画；混时间[红宝书]
dormancy,n.休眠状态[红宝书]
dormant,a.冬眠的；静止的[红宝书]
dorsal,a.背部的[红宝书]
dose,n.[药]剂量，一剂[红宝书]
dossier,n.卷宗，档案[红宝书]
dote,v.溺爱；昏聩(to be foolish or weak minded)[红宝书]
double-cross,v.欺骗，出卖[红宝书]
dour,a.严厉的，阴郁的，倔强的[红宝书]
douse,v.把…浸入水中；熄灭[红宝书]
dowdy,a.不整洁的，过旧的[红宝书]
down,n.绒毛；软毛[红宝书]
downfall,n.垮台[红宝书]
downplay,v.贬低，不予重视[红宝书]
downpour,n.倾盆大雨[红宝书]
drab,a.黄褐色的；单调而无聊的[红宝书]
draconian,a.严厉的，严酷的[红宝书]
draft,n.草稿，草案；汇票[红宝书]
draggy,a.拖拉的，极为讨厌的[红宝书]
drain,v.排出沟外；喝光[红宝书]
drainage,n.排水；排水系统[红宝书]
dramatic,a.戏剧的；引人注目的；戏剧般的[红宝书]
drastic,a.猛烈的，激烈的[红宝书]
drawl,v./n.慢吞吞地说话[红宝书]
drawn,a.憔悴的[红宝书]
dreary,a.沉闷的，乏味的[红宝书]
drench,v.使湿透[红宝书]
drenched,a.湿透的[红宝书]
drip,v.滴下[红宝书]
drivel,v.胡说 n.糊涂话[红宝书]
drizzly,a.毛毛细雨的[红宝书]
droll,a.古怪的，好笑的[红宝书]
drollery,n.滑稽[红宝书]
drone,v.嗡嗡地响，单调地说；n.单调的低音[红宝书]
drool,v.流口水；胡说[红宝书]
droop,v.低垂；沮丧，萎靡[红宝书]
drought,n.干旱；干旱时期[红宝书]
drowsy,a.昏昏欲睡的[红宝书]
drub,v.重击；打败[红宝书]
drudgery,n.苦工，苦活[红宝书]
dual,a.双重的[红宝书]
dubious,a.可疑的；名声不大好的[红宝书]
ductile,a.易延伸的；可塑的[红宝书]
dulcet,a.美妙的，悦耳的[红宝书]
dull,a.不鲜明的；迟钝的；v.变迟钝[红宝书]
dumbbell-like,adj.哑铃状的[红宝书]
dumbfound,v.使…惊讶[红宝书]
dupe,n.易上当受骗的人[红宝书]
duplicate,a.复制的；两重的  v.复制 n.复制品，副本[红宝书]
duplicitous,a.搞两面派的，奸诈的；双重的[红宝书]
duplicity,n.欺骗，口是心非[红宝书]
durable,adj.持久的，耐用的[红宝书]
duress,n.胁迫[红宝书]
dutiful,a.恭敬顺从的，尽职的[红宝书]
dwindle,v.变小，减小[红宝书]
dynamic,a.动态的；有活力的[红宝书]
dysfunctional,a.功能失调的[红宝书]
dyspeptic,a.消化不良的；不高兴的[红宝书]
eaglet,n.小鹰[红宝书]
earnest,a.认真的[红宝书]
earring,n.耳环，耳饰[红宝书]
earthiness,n.土质，土性 [红宝书]
earthshaking,a.极其重大或重要的[红宝书]
earthy,a.粗俗的，土气的[红宝书]
easel,n.黑板架，画架[红宝书]
ebb,v.退潮；衰退[红宝书]
ebullience,n.（感情等的）奔放，兴高采烈；沸腾[红宝书]
eccentric,a.古怪的，反常的，没有共同圆心的；n.古怪的人[红宝书]
echo,n.回声；反响；共鸣  v.回响；重复，模仿[红宝书]
eclectic,a.折衷的，兼容并蓄的[红宝书]
eclipse,n.日食，月食；黯然失色，衰退[红宝书]
ecological,adj.生态的，生态学的[红宝书]
economize,v.节约，节省[红宝书]
economy,n.节约；经济；adj.经济的[红宝书]
ecstasy,n.狂喜；出神，入迷[红宝书]
ecstatic,a.狂喜的，心花怒放的[红宝书]
ecumenical,a.世界范围的，普遍的[红宝书]
edgy,a.急躁的，易怒的；尖利的，锐利的[红宝书]
edifice,n.宏伟的建筑(如宫殿、教堂)[红宝书]
edify,v.(思想)陶冶，启发[红宝书]
eerie,a.可怕的，怪异的[红宝书]
efface,v.擦掉，抹去[红宝书]
effective,adj.有效的，生效的；给人印象深刻的[红宝书]
effeminate,a.缺乏勇气的，柔弱的[红宝书]
effervesce,v.(液体)冒泡；热情洋溢[红宝书]
effervescence,n.冒泡；活泼[红宝书]
effete,a.无生产力的；虚弱的[红宝书]
efficacious,a.有效的[红宝书]
efficacy,n.功效，有效性[红宝书]
effrontery,n.厚颜无耻[红宝书]
effulgent,a.(光线)灿烂的[红宝书]
egalitarian,a.主张人人平等的[红宝书]
egocentric,a.利己的[红宝书]
egoism,n.利己主义[红宝书]
egoistic（al）,adj.自我中心的，自私自利的[红宝书]
egotist,n.自私自利者[红宝书]
egotist,n.自私自利者[红宝书]
egregious,a.(缺点等)过分的，惊人的[红宝书]
eidetic,a.印象异常清晰的；极为逼真的[红宝书]
ejaculate,v.突然叫出或说出[红宝书]
elaborate,a.精致的，复杂的；v.详尽地说明，阐明[红宝书]
elapse,v.消逝，过去  n. 消逝[红宝书]
elate,v.使高兴，使得意[红宝书]
elated,a.兴高采烈的，情绪高昂的[红宝书]
elegiac,a.哀歌的，挽歌的  n.哀歌，挽歌[红宝书]
elegy,n.哀歌，挽歌[红宝书]
elementary,a.初级的[红宝书]
elephantine,a.笨拙的；庞大的[红宝书]
elevate,v.将…举起[红宝书]
elicit,v.引出，探出[红宝书]
eligible,a.合格的[红宝书]
eliminate,v.除去，淘汰[红宝书]
elite,n.精华，中坚[红宝书]
elixir,n.万能药，长生不老药[红宝书]
elliptical,a.椭圆的；含糊的；省略的[红宝书]
elocution,n.演说术[红宝书]
elongate,v.延长，伸长[红宝书]
eloquence,n.雄辩，口才，精彩演讲[红宝书]
eloquent,adj.雄辩的，流利的[红宝书]
elucidate,v.（清晰）阐明，说明[红宝书]
elude,v.逃避；不理解，不记得[红宝书]
elusive,a.难懂的[红宝书]
emaciate,v.使…瘦弱；消瘦[红宝书]
emaciation,n.消瘦，衰弱[红宝书]
emanate,v.散发，发出；发源[红宝书]
emancipate,v.解放，解除束缚[红宝书]
emasculate,v.使柔弱；阉割 a.柔弱的[红宝书]
embargo,n.禁运令，封港令[红宝书]
embarrass,v.使忸怩，使难堪[红宝书]
embed,v.牢牢插入，嵌于[红宝书]
embellish,v.装饰，润饰[红宝书]
embellishment,n.装饰，装饰品[红宝书]
embezzlement,n.贪污，盗用[红宝书]
embitter,v.使痛苦，使难受[红宝书]
emblematic,a.作为象征的[红宝书]
embody,v.(作品等)表达，体现；使具体化[红宝书]
embolden,v.鼓励[红宝书]
embrace,v.拥抱；包含[红宝书]
embroider,v.刺绣，修饰[红宝书]
embroil,v.使混乱，使卷入纠纷[红宝书]
embryological,a.胚胎学的[红宝书]
embryonic,a.胚胎的；萌芽期的[红宝书]
emend,v.订正，校订[红宝书]
